dataset,dataset_label,method,repetitions,coverage_mean,coverage_sd,coverage_min,pac_success_rate,mean_width,median_width,q90_width,lower_miss,upper_miss,mean_min_group_coverage,worst_group_coverage,mean_max_abs_gap,mean_ks,q90_ks,max_ks,dataset_short
meps_utilization,MEPS 2016 health-care utilization (sensitivity),Parametric-TI,20,0.922049808429119,0.00511548817265253,0.910536398467433,1,21.2968492487385,12.7282150836732,45.3591099200791,0.0215229885057471,0.0564272030651341,0.837835249042146,0.811302681992337,0.0706034482758621,,,,MEPS utilization
meps_utilization,MEPS 2016 health-care utilization (sensitivity),SR-TI,20,0.919798850574713,0.00408151050549104,0.913026819923372,1,31.1969637436898,11.4615326795493,61.3531970838665,0.0200287356321839,0.0601724137931034,0.896455938697318,0.853448275862069,0.0388026819923371,0.0409310344827586,0.0634865900383142,0.0877394636015325,MEPS utilization
meps_utilization,MEPS 2016 health-care utilization (sensitivity),ASR-TI,20,0.919645593869732,0.00542538070573633,0.911494252873563,1,34.4628555204166,12.3406070148163,67.0169113729112,0.0264176245210728,0.0539367816091954,0.893869731800766,0.846743295019157,0.040383141762452,0.0414501915708812,0.0637164750957853,0.0938697318007663,MEPS utilization
meps_utilization,MEPS 2016 health-care utilization (sensitivity),CQR-TI,20,0.932691570881226,0.00436507123752126,0.923563218390805,1,25.9794547045227,12.1231209025169,48.1225151490897,0.0085632183908046,0.0587452107279693,0.907950191570881,0.877394636015326,0.0521551724137931,0.122509578544061,0.242375478927203,0.295785440613027,MEPS utilization
