dataset,repetition,method,group_type,group,n,coverage,mean_width,lower_miss,upper_miss
cps_wage,2,CQR-TI,predicted_scale_quintile,4,1948,0.912731006160164,41.9275260145842,0.0441478439425051,0.0431211498973306
cps_wage,2,CQR-TI,predicted_scale_quintile,5,1947,0.921417565485362,49.7720878655922,0.0318438623523369,0.046738572162301
cps_wage,2,Parametric-TI,predicted_scale_quintile,1,1948,0.944558521560575,29.6570831810028,0.0287474332648871,0.026694045174538
cps_wage,2,Parametric-TI,predicted_scale_quintile,2,1948,0.943018480492813,34.7536943947498,0.0302874743326489,0.026694045174538
cps_wage,2,Parametric-TI,predicted_scale_quintile,3,1948,0.933264887063655,35.944078267359,0.0328542094455852,0.0338809034907598
cps_wage,2,Parametric-TI,predicted_scale_quintile,4,1948,0.92299794661191,41.5243297756165,0.0395277207392197,0.0374743326488706
cps_wage,2,Parametric-TI,predicted_scale_quintile,5,1947,0.912686183872625,45.8562545176668,0.0359527478171546,0.0513610683102209
cps_wage,3,SR-TI,predicted_scale_quintile,1,1948,0.869609856262834,21.2271872981766,0.0698151950718686,0.0605749486652977
cps_wage,3,SR-TI,predicted_scale_quintile,2,1948,0.896303901437372,29.5414096570283,0.0574948665297741,0.0462012320328542
cps_wage,3,SR-TI,predicted_scale_quintile,3,1948,0.919917864476386,34.2987397710446,0.0441478439425051,0.0359342915811088
cps_wage,3,SR-TI,predicted_scale_quintile,4,1948,0.924024640657084,42.8626864538033,0.0369609856262834,0.0390143737166324
cps_wage,3,SR-TI,predicted_scale_quintile,5,1947,0.939907550077042,54.8510026527747,0.0272213662044171,0.0328710837185413
cps_wage,3,ASR-TI,predicted_scale_quintile,1,1948,0.868069815195072,21.0992622156901,0.0693018480492813,0.0626283367556468
cps_wage,3,ASR-TI,predicted_scale_quintile,2,1948,0.896303901437372,29.3398612184342,0.0564681724845996,0.0472279260780288
cps_wage,3,ASR-TI,predicted_scale_quintile,3,1948,0.919917864476386,34.0499683464809,0.0436344969199179,0.0364476386036961
cps_wage,3,ASR-TI,predicted_scale_quintile,4,1948,0.924024640657084,42.531648798007,0.0369609856262834,0.0390143737166324
cps_wage,3,ASR-TI,predicted_scale_quintile,5,1947,0.939907550077042,54.3700637321292,0.0272213662044171,0.0328710837185413
cps_wage,3,CQR-TI,predicted_scale_quintile,1,1948,0.905030800821355,24.4447941820986,0.0492813141683778,0.0456878850102669
cps_wage,3,CQR-TI,predicted_scale_quintile,2,1948,0.906570841889117,31.9646174250426,0.053388090349076,0.040041067761807
cps_wage,3,CQR-TI,predicted_scale_quintile,3,1948,0.914784394250513,34.5026295121529,0.0482546201232033,0.0369609856262834
cps_wage,3,CQR-TI,predicted_scale_quintile,4,1948,0.909650924024641,41.4740934524037,0.0451745379876797,0.0451745379876797
cps_wage,3,CQR-TI,predicted_scale_quintile,5,1947,0.907550077041602,48.3381036206941,0.0426296866974833,0.0498202362609142
cps_wage,3,Parametric-TI,predicted_scale_quintile,1,1948,0.952772073921971,31.669360838516,0.0272073921971253,0.0200205338809035
cps_wage,3,Parametric-TI,predicted_scale_quintile,2,1948,0.940965092402464,36.92844965636,0.0338809034907598,0.0251540041067762
cps_wage,3,Parametric-TI,predicted_scale_quintile,3,1948,0.935831622176591,39.3585826282164,0.0374743326488706,0.026694045174538
cps_wage,3,Parametric-TI,predicted_scale_quintile,4,1948,0.930698151950719,45.034859443328,0.0328542094455852,0.0364476386036961
cps_wage,3,Parametric-TI,predicted_scale_quintile,5,1947,0.921931176168464,48.3101937391649,0.0349255264509502,0.0431432973805855
cps_wage,4,SR-TI,predicted_scale_quintile,1,1948,0.876796714579055,22.3700890593573,0.0590349075975359,0.0641683778234086
cps_wage,4,SR-TI,predicted_scale_quintile,2,1948,0.908624229979466,27.8518752353779,0.0518480492813142,0.0395277207392197
cps_wage,4,SR-TI,predicted_scale_quintile,3,1948,0.927618069815195,29.9297036195739,0.0451745379876797,0.0272073921971253
cps_wage,4,SR-TI,predicted_scale_quintile,4,1948,0.92659137577002,42.9214274035824,0.0441478439425051,0.0292607802874743
cps_wage,4,SR-TI,predicted_scale_quintile,5,1947,0.953261427837699,69.4115889048571,0.0231124807395994,0.0236260914227016
